,ID,abstract,Title,Journal,Publication_date,first,last
18,28162807,"Pain thresholds are, in part, set as a function of emotional and internal states by descending modulation of nociceptive transmission in the spinal cord. Neurons of the rostral ventromedial medulla (RVM) are thought to critically contribute to this process; however, the neural circuits and synaptic mechanisms by which distinct populations of RVM neurons facilitate or diminish pain remain elusive. Here we used in vivo opto/chemogenetic manipulations and trans-synaptic tracing of genetically identified dorsal horn and RVM neurons to uncover an RVM-spinal cord-primary afferent circuit controlling pain thresholds. Unexpectedly, we found that RVM GABAergic neurons facilitate mechanical pain by inhibiting dorsal horn enkephalinergic/GABAergic interneurons. We further demonstrate that these interneurons gate sensory inputs and control pain through temporally coordinated enkephalin- and GABA-mediated presynaptic inhibition of somatosensory neurons. Our results uncover a descending disynaptic inhibitory circuit that facilitates mechanical pain, is engaged during stress, and could be targeted to establish higher pain thresholds. VIDEO ABSTRACT.",A Brainstem-Spinal Cord Inhibitory Circuit for Mechanical Pain Modulation by GABA and Enkephalins.,Neuron,2017 Feb 22,"Francois, Amaury","Scherrer, Gregory"
19,28146476,"Electrical stimulation of the human brain does not enhance memory, according to a report that is in apparent conflict with earlier work. But this discrepancy could enable deeper insight into brain dynamics by stimulating basic research.",Cognitive neuroscience: In search of lost time.,Nature,2017 Feb 9,"Young, Noah P","Deisseroth, Karl"
20,28146472,"Both humans and animals seek primary rewards in the environment, even when such rewards do not correspond to current physiological needs. An example of this is a dissociation between food-seeking behaviour and metabolic needs, a notoriously difficult-to-treat symptom of eating disorders. Feeding relies on distinct cell groups in the hypothalamus, the activity of which also changes in anticipation of feeding onset. The hypothalamus receives strong descending inputs from the lateral septum, which is connected, in turn, with cortical networks, but cognitive regulation of feeding-related behaviours is not yet understood. Cortical cognitive processing involves gamma oscillations, which support memory, attention, cognitive flexibility and sensory responses. These functions contribute crucially to feeding behaviour by unknown neural mechanisms. Here we show that coordinated gamma (30-90 Hz) oscillations in the lateral hypothalamus and upstream brain regions organize food-seeking behaviour in mice. Gamma-rhythmic input to the lateral hypothalamus from somatostatin-positive lateral septum cells evokes food approach without affecting food intake. Inhibitory inputs from the lateral septum enable separate signalling by lateral hypothalamus neurons according to their feeding-related activity, making them fire at distinct phases of the gamma oscillation. Upstream, medial prefrontal cortical projections provide gamma-rhythmic inputs to the lateral septum; these inputs are causally associated with improved performance in a food-rewarded learning task. Overall, our work identifies a top-down pathway that uses gamma synchronization to guide the activity of subcortical networks and to regulate feeding behaviour by dynamic reorganization of functional cell groups in the hypothalamus.",Gamma oscillations organize top-down signalling to hypothalamus and enable food seeking.,Nature,2017 Feb 9,"Carus-Cadavieco, Marta","Korotkova, Tatiana"
21,28072417,"Although both males and females become addicted to cocaine, females transition to addiction faster and experience greater difficulties remaining abstinent. We demonstrate an oestrous cycle-dependent mechanism controlling increased cocaine reward in females. During oestrus, ventral tegmental area (VTA) dopamine neuron activity is enhanced and drives post translational modifications at the dopamine transporter (DAT) to increase the ability of cocaine to inhibit its function, an effect mediated by estradiol. Female mice conditioned to associate cocaine with contextual cues during oestrus have enhanced mesolimbic responses to these cues in the absence of drug. Using chemogenetic approaches, we increase VTA activity to mechanistically link oestrous cycle-dependent enhancement of VTA firing to enhanced cocaine affinity at DAT and subsequent reward processing. These data have implications for sexual dimorphism in addiction vulnerability and define a mechanism by which cellular activity results in protein alterations that contribute to dysfunctional learning and reward processing.",Dopaminergic dynamics underlying sex-specific cocaine reward.,Nature communications,2017 Jan 10,"Calipari, Erin S","Nestler, Eric J"
22,27991900,"The hypothalamus contains the highest diversity of neurons in the brain. Many of these neurons can co-release neurotransmitters and neuropeptides in a use-dependent manner. Investigators have hitherto relied on candidate protein-based tools to correlate behavioral, endocrine and gender traits with hypothalamic neuron identity. Here we map neuronal identities in the hypothalamus by single-cell RNA sequencing. We distinguished 62 neuronal subtypes producing glutamatergic, dopaminergic or GABAergic markers for synaptic neurotransmission and harboring the ability to engage in task-dependent neurotransmitter switching. We identified dopamine neurons that uniquely coexpress the Onecut3 and Nmur2 genes, and placed these in the periventricular nucleus with many synaptic afferents arising from neuromedin S(+) neurons of the suprachiasmatic nucleus. These neuroendocrine dopamine cells may contribute to the dopaminergic inhibition of prolactin secretion diurnally, as their neuromedin S(+) inputs originate from neurons expressing Per2 and Per3 and their tyrosine hydroxylase phosphorylation is regulated in a circadian fashion. Overall, our catalog of neuronal subclasses provides new understanding of hypothalamic organization and function.",Molecular interrogation of hypothalamic organization reveals distinct dopamine neuronal subtypes.,Nature neuroscience,2017 Feb,"Romanov, Roman A","Harkany, Tibor"
23,27990451,"Optogenetic methods developed over the past decade enable unprecedented optical activation and silencing of specific neuronal cell types. However, light scattering in neural tissue precludes illuminating areas deep within the brain via free-space optics; this has impeded employing optogenetics universally. Here, we report an approach surmounting this significant limitation. We realize implantable, ultranarrow, silicon-based photonic probes enabling the delivery of complex illumination patterns deep within brain tissue. Our approach combines methods from integrated nanophotonics and microelectromechanical systems, to yield photonic probes that are robust, scalable, and readily producible en masse. Their minute cross sections minimize tissue displacement upon probe implantation. We functionally validate one probe design in vivo with mice expressing channelrhodopsin-2. Highly local optogenetic neural activation is demonstrated by recording the induced response-both by extracellular electrical recordings in the hippocampus and by two-photon functional imaging in the cortex of mice coexpressing GCaMP6.",Patterned photostimulation via visible-wavelength photonic probes for deep brain optogenetics.,Neurophotonics,2017 Jan,"Segev, Eran","Roukes, Michael L"
24,27989462,"Thalamic relay neurons have well-characterized dual firing modes: bursting and tonic spiking. Studies in brain slices have led to a model in which rhythmic synchronized spiking (phasic firing) in a population of relay neurons leads to hyper-synchronous oscillatory cortico-thalamo-cortical rhythms that result in absence seizures. This model suggests that blocking thalamocortical phasic firing would treat absence seizures. However, recent in vivo studies in anesthetized animals have questioned this simple model. Here we resolve this issue by developing a real-time, mode-switching approach to drive thalamocortical neurons into or out of a phasic firing mode in two freely behaving genetic rodent models of absence epilepsy. Toggling between phasic and tonic firing in thalamocortical neurons launched and aborted absence seizures, respectively. Thus, a synchronous thalamocortical phasic firing state is required for absence seizures, and switching to tonic firing rapidly halts absences. This approach should be useful for modulating other networks that have mode-dependent behaviors.",Bidirectional Control of Generalized Epilepsy Networks via Rapid Real-Time Switching of Firing Mode.,Neuron,2017 Jan 4,"Sorokin, Jordan M","Paz, Jeanne T"
25,27806306,"Spinal dorsal horn circuits receive, process, and transmit somatosensory information. To understand how specific components of these circuits contribute to behavior, it is critical to be able to directly modulate their activity in unanesthetized in vivo conditions. Here, we develop experimental tools that enable optogenetic control of spinal circuitry in freely moving mice using commonly available materials. We use these tools to examine mechanosensory processing in the spinal cord and observe that optogenetic activation of somatostatin-positive interneurons facilitates both mechanosensory and itch-related behavior, while reversible chemogenetic inhibition of these neurons suppresses mechanosensation. These results extend recent findings regarding the processing of mechanosensory information in the spinal cord and indicate the potential for activity-induced release of the somatostatin neuropeptide to affect processing of itch. The spinal implant approach we describe here is likely to enable a wide range of studies to elucidate spinal circuits underlying pain, touch, itch, and movement.",In Vivo Interrogation of Spinal Mechanosensory Circuits.,Cell reports,2016 Nov 1,"Christensen, Amelia J","Delp, Scott L"
26,27798589,A new experimental approach at the interface of chemistry and biology lets scientists peer into the deepest reaches of the body's master controller,A Look Inside the Brain.,Scientific American,2016 Sep 20,"Deisseroth, Karl","Deisseroth, Karl"
27,27630545,"Attending the sensory environment for cue detection is a cognitive operation that occurs on a time scale of seconds. The dorsal and ventral medial prefrontal cortex (mPFC) contribute to separate aspects of attentional processing. Pyramidal neurons in different parts of the mPFC are active during cognitive behavior, yet whether this activity is causally underlying attentional processing is not known. We aimed to determine the precise temporal requirements for activation of the mPFC subregions during the seconds prior to cue detection. To test this, we used optogenetic silencing of dorsal or ventral mPFC pyramidal neurons at defined time windows during a sustained attentional state. We find that the requirement of ventral mPFC pyramidal neuron activity is strictly time-locked to stimulus detection. Inhibiting the ventral mPFC 2 s before or during cue presentation reduces response accuracy and hampers behavioral inhibition. The requirement for dorsal mPFC activity on the other hand is temporally more loosely related to a preparatory attentional state, and short lapses in pyramidal neuron activity in dorsal mPFC do not affect performance. This only occurs when the dorsal mPFC is inhibited during the entire preparatory period. Together, our results reveal that a dissociable temporal recruitment of ventral and dorsal mPFC is required during attentional processing.",Sustained Attentional States Require Distinct Temporal Involvement of the Dorsal and Ventral Medial Prefrontal Cortex.,Frontiers in neural circuits,2016,"Luchicchi, Antonio","Mansvelder, Huibert D"
28,27602521,"The retention of episodic-like memory is enhanced, in humans and animals, when something novel happens shortly before or after encoding. Using an everyday memory task in mice, we sought the neurons mediating this dopamine-dependent novelty effect, previously thought to originate exclusively from the tyrosine-hydroxylase-expressing (TH(+)) neurons in the ventral tegmental area. Here we report that neuronal firing in the locus coeruleus is especially sensitive to environmental novelty, locus coeruleus TH(+) neurons project more profusely than ventral tegmental area TH(+) neurons to the hippocampus, optogenetic activation of locus coeruleus TH(+) neurons mimics the novelty effect, and this novelty-associated memory enhancement is unaffected by ventral tegmental area inactivation. Surprisingly, two effects of locus coeruleus TH(+) photoactivation are sensitive to hippocampal D(1)/D(5) receptor blockade and resistant to adrenoceptor blockade: memory enhancement and long-lasting potentiation of synaptic transmission in CA1 ex vivo. Thus, locus coeruleus TH(+) neurons can mediate post-encoding memory enhancement in a manner consistent with possible co-release of dopamine in the hippocampus.",Locus coeruleus and dopaminergic consolidation of everyday memory.,Nature,2016 Sep 15,"Takeuchi, Tomonori","Morris, Richard G M"
29,27579481,"Recent findings suggest that memory allocation to specific neurons (i.e., neuronal allocation) in the amygdala is not random, but rather the transcription factor cAMP-response element binding protein (CREB) modulates this process, perhaps by regulating the transcription of channels that control neuronal excitability. Here, optogenetic studies in the mouse lateral amygdala (LA) were used to demonstrate that CREB and neuronal excitability regulate which neurons encode an emotional memory. To test the role of CREB in memory allocation, we overexpressed CREB in the lateral amygdala to recruit the encoding of an auditory-fear conditioning (AFC) memory to a subset of neurons. Then, post-training activation of these neurons with Channelrhodopsin-2 was sufficient to trigger recall of the memory for AFC, suggesting that CREB regulates memory allocation. To test the role of neuronal excitability in memory allocation, we used a step function opsin (SFO) to transiently increase neuronal excitability in a subset of LA neurons during AFC. Post-training activation of these neurons with Volvox Channelrhodopsin-1 was able to trigger recall of that memory. Importantly, our studies show that activation of the SFO did not affect AFC by either increasing anxiety or by strengthening the unconditioned stimulus. Our findings strongly support the hypothesis that CREB regulates memory allocation by modulating neuronal excitability.",Molecular and Cellular Mechanisms for Trapping and Activating Emotional Memories.,PloS one,2016,"Rogerson, Thomas","Silva, Alcino J"
30,27568569,"The ventral tegmental area (VTA) receives phenotypically distinct innervations from the pedunculopontine tegmental nucleus (PPTg). While PPTg-to-VTA inputs are thought to play a critical role in stimulus-reward learning, direct evidence linking PPTg-to-VTA phenotypically distinct inputs in the learning process remains lacking. Here, we used optogenetic approaches to investigate the functional contribution of PPTg excitatory and inhibitory inputs to the VTA in appetitive Pavlovian conditioning. We show that photoinhibition of PPTg-to-VTA cholinergic or glutamatergic inputs during cue presentation dampens the development of anticipatory approach responding to the food receptacle during the cue. Furthermore, we employed in vivo optetrode recordings to show that photoinhibition of PPTg cholinergic or glutamatergic inputs significantly decreases VTA non-dopamine (non-DA) neural activity. Consistently, photoinhibition of VTA non-DA neurons disrupts the development of cue-elicited anticipatory approach responding. Taken together, our study reveals a crucial regulatory mechanism by PPTg excitatory inputs onto VTA non-DA neurons during appetitive Pavlovian conditioning.",Pontomesencephalic Tegmental Afferents to VTA Non-dopamine Neurons Are Necessary for Appetitive Pavlovian Learning.,Cell reports,2016 Sep 6,"Yau, Hau-Jie","Bonci, Antonello"
31,27556938,"Serotonin (also known as 5-hydroxytryptamine (5-HT)) is a neurotransmitter that has an essential role in the regulation of emotion. However, the precise circuits have not yet been defined through which aversive states are orchestrated by 5-HT. Here we show that 5-HT from the dorsal raphe nucleus (5-HT(DRN)) enhances fear and anxiety and activates a subpopulation of corticotropin-releasing factor (CRF) neurons in the bed nucleus of the stria terminalis (CRF(BNST)) in mice. Specifically, 5-HT(DRN) projections to the BNST, via actions at 5-HT(2C) receptors (5-HT(2C)Rs), engage a CRF(BNST) inhibitory microcircuit that silences anxiolytic BNST outputs to the ventral tegmental area and lateral hypothalamus. Furthermore, we demonstrate that this CRF(BNST) inhibitory circuit underlies aversive behaviour following acute exposure to selective serotonin reuptake inhibitors (SSRIs). This early aversive effect is mediated via the corticotrophin-releasing factor type 1 receptor (CRF(1)R, also known as CRHR1), given that CRF(1)R antagonism is sufficient to prevent acute SSRI-induced enhancements in aversive learning. These results reveal an essential 5-HT(DRN)-->CRF(BNST) circuit governing fear and anxiety, and provide a potential mechanistic explanation for the clinical observation of early adverse events to SSRI treatment in some patients with anxiety disorders.",Serotonin engages an anxiety and fear-promoting circuit in the extended amygdala.,Nature,2016 Sep 1,"Marcinkiewcz, Catherine A","Kash, Thomas L"
32,27517089,"Neocortical pyramidal cells (PYRs) receive synaptic inputs from many types of GABAergic interneurons. Connections between parvalbumin (PV)-positive, fast-spiking interneurons (""PV cells"") and PYRs are characterized by perisomatic synapses and high-amplitude, short-latency IPSCs. Here, we present novel methods to study the functional influence of PV cells on layer 5 PYRs using optogenetics combined with laser-scanning photostimulation (LSPS). First, we examined the strength and spatial distribution of PV-to-PYR inputs. To that end, the fast channelrhodopsin variant AAV5-EF1alpha-DIO-hChR2(E123T)-eYFP (ChETA) was expressed in PV cells in somatosensory cortex of mice using an adeno-associated virus-based viral construct. Focal blue illumination (100-150 microm half-width) was directed through the microscope objective to excite PV cells along a spatial grid covering layers 2-6, while IPSCs were recorded in layer 5 PYRs. The resulting optogenetic input maps showed evoked PV cell inputs originating from an  approximately 500-mum-diameter area surrounding the recorded PYR. Evoked IPSCs had the short-latency/high-amplitude characteristic of PV cell inputs. Second, we investigated how PV cell activity modulates PYR output in response to synaptic excitation. We expressed halorhodopsin (eNpHR3.0) in PV cells using the same strategy as for ChETA. Yellow illumination hyperpolarized eNpHR3.0-expressing PV cells, effectively preventing action potential generation and thus decreasing the inhibition of downstream targets. Synaptic input maps onto layer 5 PYRs were acquired using standard glutamate-photolysis LSPS either with or without full-field yellow illumination to silence PV cells. The resulting IPSC input maps selectively lacked short-latency perisomatic inputs, while EPSC input maps showed increased connectivity, particularly from upper layers. This indicates that glutamate uncaging LSPS-based excitatory synaptic maps will consistently underestimate connectivity.",LSPS/Optogenetics to Improve Synaptic Connectivity Mapping: Unmasking the Role of Basket Cell-Mediated Feedforward Inhibition.,eNeuro,2016 Jul-Aug,"Brill, Julia","Huguenard, John R"
33,27515791,"Several neuropsychiatric conditions, such as addiction and schizophrenia, may arise in part from dysregulated activity of ventral tegmental area dopaminergic (TH(VTA)) neurons, as well as from more global maladaptation in neurocircuit function. However, whether TH(VTA) activity affects large-scale brain-wide function remains unknown. Here we selectively activated TH(VTA) neurons in transgenic rats and measured resulting changes in whole-brain activity using stimulus-evoked functional magnetic resonance imaging. Applying a standard generalized linear model analysis approach, our results indicate that selective optogenetic stimulation of TH(VTA) neurons enhanced cerebral blood volume signals in striatal target regions in a dopamine receptor-dependent manner. However, brain-wide voxel-based principal component analysis of the same data set revealed that dopaminergic modulation activates several additional anatomically distinct regions throughout the brain, not typically associated with dopamine release events. Furthermore, explicit pairing of TH(VTA) neuronal activation with a forepaw stimulus of a particular frequency expanded the sensory representation of that stimulus, not exclusively within the somatosensory cortices, but brain-wide. These data suggest that modulation of TH(VTA) neurons can impact brain dynamics across many distributed anatomically distinct regions, even those that receive little to no direct TH(VTA) input.",Coordination of Brain-Wide Activity Dynamics by Dopaminergic Neurons.,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2017 Feb,"Decot, Heather K","Stuber, Garret D"
34,27511294,"A central goal of neuroscience is to understand how populations of neurons coordinate and cooperate in order to give rise to perception, cognition, and action. Nonhuman primates (NHPs) are an attractive model with which to understand these mechanisms in humans, primarily due to the strong homology of their brains and the cognitively sophisticated behaviors they can be trained to perform. Using electrode recordings, the activity of one to a few hundred individual neurons may be measured electrically, which has enabled many scientific findings and the development of brain-machine interfaces. Despite these successes, electrophysiology samples sparsely from neural populations and provides little information about the genetic identity and spatial micro-organization of recorded neurons. These limitations have spurred the development of all-optical methods for neural circuit interrogation. Fluorescent calcium signals serve as a reporter of neuronal responses, and when combined with post-mortem optical clearing techniques such as CLARITY, provide dense recordings of neuronal populations, spatially organized and annotated with genetic and anatomical information. Here, we advocate that this methodology, which has been of tremendous utility in smaller animal models, can and should be developed for use with NHPs. We review here several of the key opportunities and challenges for calcium-based optical imaging in NHPs. We focus on motor neuroscience and brain-machine interface design as representative domains of opportunity within the larger field of NHP neuroscience.",The need for calcium imaging in nonhuman primates: New motor neuroscience and brain-machine interfaces.,Experimental neurology,2017 Jan,"O'Shea, Daniel J","Shenoy, Krishna V"
35,27484850,"Spatially targeted, genetically-specific strategies for sustained inhibition of nociceptors may help transform pain science and clinical management. Previous optogenetic strategies to inhibit pain have required constant illumination, and chemogenetic approaches in the periphery have not been shown to inhibit pain. Here, we show that the step-function inhibitory channelrhodopsin, SwiChR, can be used to persistently inhibit pain for long periods of time through infrequent transdermally delivered light pulses, reducing required light exposure by >98% and resolving a long-standing limitation in optogenetic inhibition. We demonstrate that the viral expression of the hM4D receptor in small-diameter primary afferent nociceptor enables chemogenetic inhibition of mechanical and thermal nociception thresholds. Finally, we develop optoPAIN, an optogenetic platform to non-invasively assess changes in pain sensitivity, and use this technique to examine pharmacological and chemogenetic inhibition of pain.",Optogenetic and chemogenetic strategies for sustained inhibition of pain.,Scientific reports,2016 Aug 3,"Iyer, Shrivats M","Delp, Scott L"
36,27463673,"Collections of cells called engrams are thought to represent memories. Although there has been progress in identifying and manipulating single engrams, little is known about how multiple engrams interact to influence memory. In lateral amygdala (LA), neurons with increased excitability during training outcompete their neighbors for allocation to an engram. We examined whether competition based on neuronal excitability also governs the interaction between engrams. Mice received two distinct fear conditioning events separated by different intervals. LA neuron excitability was optogenetically manipulated and revealed a transient competitive process that integrates memories for events occurring closely in time (coallocating overlapping populations of neurons to both engrams) and separates memories for events occurring at distal times (disallocating nonoverlapping populations to each engram).",Competition between engrams influences fear memory formation and recall.,"Science (New York, N.Y.)",2016 Jul 22,"Rashid, Asim J","Josselyn, Sheena A"
37,27387948,"Inspired by the relatively simple morphological blueprint provided by batoid fish such as stingrays and skates, we created a biohybrid system that enables an artificial animal--a tissue-engineered ray--to swim and phototactically follow a light cue. By patterning dissociated rat cardiomyocytes on an elastomeric body enclosing a microfabricated gold skeleton, we replicated fish morphology at 1/10 scale and captured basic fin deflection patterns of batoid fish. Optogenetics allows for phototactic guidance, steering, and turning maneuvers. Optical stimulation induced sequential muscle activation via serpentine-patterned muscle circuits, leading to coordinated undulatory swimming. The speed and direction of the ray was controlled by modulating light frequency and by independently eliciting right and left fins, allowing the biohybrid machine to maneuver through an obstacle course.",Phototactic guidance of a tissue-engineered soft-robotic ray.,"Science (New York, N.Y.)",2016 Jul 8,"Park, Sung-Jin","Parker, Kevin Kit"
38,27348215,"Dopamine neurons in the ventral tegmental area (VTA) receive cholinergic innervation from brainstem structures that are associated with either movement or reward. Whereas cholinergic neurons of the pedunculopontine nucleus (PPN) carry an associative/motor signal, those of the laterodorsal tegmental nucleus (LDT) convey limbic information. We used optogenetics and in vivo juxtacellular recording and labeling to examine the influence of brainstem cholinergic innervation of distinct neuronal subpopulations in the VTA. We found that LDT cholinergic axons selectively enhanced the bursting activity of mesolimbic dopamine neurons that were excited by aversive stimulation. In contrast, PPN cholinergic axons activated and changed the discharge properties of VTA neurons that were integrated in distinct functional circuits and were inhibited by aversive stimulation. Although both structures conveyed a reinforcing signal, they had opposite roles in locomotion. Our results demonstrate that two modes of cholinergic transmission operate in the VTA and segregate the neurons involved in different reward circuits.",Segregated cholinergic transmission modulates dopamine neurons integrated in distinct functional circuits.,Nature neuroscience,2016 Aug,"Dautan, Daniel","Mena-Segovia, Juan"
39,27346529,"Circuits distributed across cortico-limbic brain regions compose the networks that mediate emotional behavior. The prefrontal cortex (PFC) regulates ultraslow (<1 Hz) dynamics across these networks, and PFC dysfunction is implicated in stress-related illnesses including major depressive disorder (MDD). To uncover the mechanism whereby stress-induced changes in PFC circuitry alter emotional networks to yield pathology, we used a multi-disciplinary approach including in vivo recordings in mice and chronic social defeat stress. Our network model, inferred using machine learning, linked stress-induced behavioral pathology to the capacity of PFC to synchronize amygdala and VTA activity. Direct stimulation of PFC-amygdala circuitry with DREADDs normalized PFC-dependent limbic synchrony in stress-susceptible animals and restored normal behavior. In addition to providing insights into MDD mechanisms, our findings demonstrate an interdisciplinary approach that can be used to identify the large-scale network changes that underlie complex emotional pathologies and the specific network nodes that can be used to develop targeted interventions.",Dysregulation of Prefrontal Cortex-Mediated Slow-Evolving Limbic Dynamics Drives Stress-Induced Emotional Pathology.,Neuron,2016 Jul 20,"Hultman, Rainbo","Dzirasa, Kafui"
40,27279213,"Survival in threatening situations depends on the selection and rapid execution of an appropriate active or passive defensive response, yet the underlying brain circuitry is not understood. Here we use circuit-based optogenetic, in vivo and in vitro electrophysiological, and neuroanatomical tracing methods to define midbrain periaqueductal grey circuits for specific defensive behaviours. We identify an inhibitory pathway from the central nucleus of the amygdala to the ventrolateral periaqueductal grey that produces freezing by disinhibition of ventrolateral periaqueductal grey excitatory outputs to pre-motor targets in the magnocellular nucleus of the medulla. In addition, we provide evidence for anatomical and functional interaction of this freezing pathway with long-range and local circuits mediating flight. Our data define the neuronal circuitry underlying the execution of freezing, an evolutionarily conserved defensive behaviour, which is expressed by many species including fish, rodents and primates. In humans, dysregulation of this 'survival circuit' has been implicated in anxiety-related disorders.",Midbrain circuits for defensive behaviour.,Nature,2016 Jun 9,"Tovote, Philip","Luthi, Andreas"
41,27238866,"Everyday function demands efficient and flexible decision-making that allows for habitual and goal-directed action control. An inability to shift has been implicated in disorders with impaired decision-making, including obsessive-compulsive disorder and addiction. Despite this, our understanding of the specific molecular mechanisms and circuitry involved in shifting action control remains limited. Here we identify an endogenous molecular mechanism in a specific cortical-striatal pathway that mediates the transition between goal-directed and habitual action strategies. Deletion of cannabinoid type 1 (CB1) receptors from cortical projections originating in the orbital frontal cortex (OFC) prevents mice from shifting from goal-directed to habitual instrumental lever pressing. Activity of OFC neurons projecting to dorsal striatum (OFC-DS) and, specifically, activity of OFC-DS terminals is necessary for goal-directed action control. Lastly, CB1 deletion from OFC-DS neurons prevents the shift from goal-directed to habitual action control. These data suggest that the emergence of habits depends on endocannabinoid-mediated attenuation of a competing circuit controlling goal-directed behaviors.",Endocannabinoid Modulation of Orbitostriatal Circuits Gates Habit Formation.,Neuron,2016 Jun 15,"Gremel, Christina M","Costa, Rui M"
42,27238022,"A major challenge in understanding the cellular diversity of the brain has been linking activity during behavior with standard cellular typology. For example, it has not been possible to determine whether principal neurons in prefrontal cortex active during distinct experiences represent separable cell types, and it is not known whether these differentially active cells exert distinct causal influences on behavior. Here, we develop quantitative hydrogel-based technologies to connect activity in cells reporting on behavioral experience with measures for both brain-wide wiring and molecular phenotype. We find that positive and negative-valence experiences in prefrontal cortex are represented by cell populations that differ in their causal impact on behavior, long-range wiring, and gene expression profiles, with the major discriminant being expression of the adaptation-linked gene NPAS4. These findings illuminate cellular logic of prefrontal cortex information processing and natural adaptive behavior and may point the way to cell-type-specific understanding and treatment of disease-associated states.",Wiring and Molecular Features of Prefrontal Ensembles Representing Distinct Experiences.,Cell,2016 Jun 16,"Ye, Li","Deisseroth, Karl"
43,27215672,"Fear can be highly adaptive in promoting survival, yet it can also be detrimental when it persists long after a threat has passed. Flexibility of the fear response may be most advantageous during adolescence when animals are prone to explore novel, potentially threatening environments. Two opposing adolescent fear-related behaviours-diminished extinction of cued fear and suppressed expression of contextual fear-may serve this purpose, but the neural basis underlying these changes is unknown. Using microprisms to image prefrontal cortical spine maturation across development, we identify dynamic BLA-hippocampal-mPFC circuit reorganization associated with these behavioural shifts. Exploiting this sensitive period of neural development, we modified existing behavioural interventions in an age-specific manner to attenuate adolescent fear memories persistently into adulthood. These findings identify novel strategies that leverage dynamic neurodevelopmental changes during adolescence with the potential to extinguish pathological fears implicated in anxiety and stress-related disorders.",Dynamic changes in neural circuitry during adolescence are associated with persistent attenuation of fear memories.,Nature communications,2016 May 24,"Pattwell, Siobhan S","Lee, Francis S"
44,27161528,"The neurotransmitter acetylcholine, derived from the medial septum/diagonal band of Broca complex, has been accorded an important role in hippocampal learning and memory processes. However, the precise mechanisms whereby acetylcholine released from septohippocampal cholinergic neurons acts to modulate hippocampal microcircuits remain unknown. Here, we show that acetylcholine release from cholinergic septohippocampal projections causes a long-lasting GABAergic inhibition of hippocampal dentate granule cells in vivo and in vitro. This inhibition is caused by cholinergic activation of hilar astrocytes, which provide glutamatergic excitation of hilar inhibitory interneurons. These results demonstrate that acetylcholine release can cause slow inhibition of principal neuronal activity via astrocyte intermediaries.",Astrocyte Intermediaries of Septal Cholinergic Modulation in the Hippocampus.,Neuron,2016 May 18,"Pabst, Milan","Beck, Heinz"
45,27147590,"Optogenetics offers promise for dissecting the complex neural circuits of the spinal cord and peripheral nervous system and has therapeutic potential for addressing unmet clinical needs. Much progress has been made to enable optogenetic control in normal and disease states, both in proof-of-concept and mechanistic studies in rodent models. In this Review, we discuss challenges in using optogenetics to study the mammalian spinal cord and peripheral nervous system, synthesize common features that unite the work done thus far, and describe a route forward for the successful application of optogenetics to translational research beyond the brain.",Beyond the brain: Optogenetic control in the spinal cord and peripheral nervous system.,Science translational medicine,2016 May 4,"Montgomery, Kate L","Delp, Scott L"
46,27104976,"Optogenetic methodology enables direct targeting of specific neural circuit elements for inhibition or excitation while spanning timescales from the acute (milliseconds) to the chronic (many days or more). Although the impact of this temporal versatility and cellular specificity has been greater for basic science than clinical research, it is natural to ask whether the dynamic patterns of neural circuit activity discovered to be causal in adaptive or maladaptive behaviors could become targets for treatment of neuropsychiatric diseases. Here, we consider the landscape of ideas related to therapeutic targeting of circuit dynamics. Specifically, we highlight optical, ultrasonic, and magnetic concepts for the targeted control of neural activity, preclinical/clinical discovery opportunities, and recently reported optogenetically guided clinical outcomes.",Targeting Neural Circuits.,Cell,2016 Apr 21,"Rajasethupathy, Priyamvada","Deisseroth, Karl"
47,27045897,"The extracellular ionic environment in neural tissue has the capacity to influence, and be influenced by, natural bouts of neural activity. We employed optogenetic approaches to control and investigate these interactions within and between cells, and across spatial scales. We began by developing a temporally precise means to study microdomain-scale interactions between extracellular protons and acid-sensing ion channels (ASICs). By coupling single-component proton-transporting optogenetic tools to ASICs to create two-component optogenetic constructs (TCOs), we found that acidification of the local extracellular membrane surface by a light-activated proton pump recruited a slow inward ASIC current, which required molecular proximity of the two components on the membrane. To elicit more global effects of activity modulation on 'bystander' neurons not under direct control, we used densely-expressed depolarizing (ChR2) or hyperpolarizing (eArch3.0, eNpHR3.0) tools to create a slow non-synaptic membrane current in bystander neurons, which matched the current direction seen in the directly modulated neurons. Extracellular protons played contributory role but were insufficient to explain the entire bystander effect, suggesting the recruitment of other mechanisms. Together, these findings present a new approach to the engineering of multicomponent optogenetic tools to manipulate ionic microdomains, and probe the complex neuronal-extracellular space interactions that regulate neural excitability.",Optogenetic approaches addressing extracellular modulation of neural excitability.,Scientific reports,2016 Apr 5,"Ferenczi, Emily A","Hegemann, Peter"
